completionCode,trialNum,itemNum,condition,Value,sentence,conj1,conj2,ratingRT,is_sa,rating,suffix
CO339043,35,3,X-and-Y-siz,kötü sayılır,Leyla eski çarşıda atkı ve şapkasız bir çocuğa acımış.,atkı,şapka,7099,1,3,-sIz
CO339043,38,21,X-and-Y-li,kötü,Mertcan dün akşam abi ve ablalı bir fotoğraf gösterdi.,abi,abla,9296,1,2,-lI
CO339043,53,28,X-li-and-Y-li,kötü,Yasemin mezuniyetinden önce doktorlu ve avukatlı bir skeç yazdı.,avukat,doktor,6284,0,2,-lI
CO339043,56,14,X-ci-and-Y-ci,oldukça kötü,Elif gençlik yıllarında fareci ve aslancı bir hikaye yazdı.,fare,aslan,5722,0,1,-cI
CO339043,62,12,X-li-and-Y-li,kötü sayılır,Merve yaz tatilinde evli ve bahçeli bir tatil köyünü ziyaret etti.,ev,bahçe,8893,0,3,-lI
CO339043,65,9,X-and-Y-lik,kötü,Zeynep yıllar önce anne ve babalık bir görev üstlendi.,anne,baba,7698,1,2,-lIk
CO339043,68,10,X-siz-and-Y-siz,iyi sayılır,Ali uzun zamandır kedisiz ve köpeksiz bir apartmanda yaşıyor.,kedi,köpek,9603,0,4,-sIz
CO339043,71,24,X-lik-and-Y-lik,kötü,Neval ders çalışırken gözlük ve kulaklık bir kutu açtı.,göz,kulak,6075,0,2,-lIk
CO339043,74,5,X-and-Y-li,kötü,Ece yılbaşı için tablo ve vazolu bir masa aldı.,tablo,vazo,9134,1,2,-lI
CO339043,83,27,X-and-Y-siz,kötü sayılır,Baran araştırması için orman ve çölsüz bir bölge seçti.,orman,çöl,7621,1,3,-sIz
CO339043,86,22,X-ci-and-Y-ci,kötü,Yankı geçen yaz atçı ve balıkçı bir işletme sahibiyle tanıştı.,at,balık,7029,0,2,-cI
CO339043,89,26,X-siz-and-Y-siz,iyi sayılır,Sinan gece yarısı hayaletsiz ve canavarsız bir film izledi.,hayalet,canavar,5457,0,4,-sIz
CO339043,95,20,X-li-and-Y-li,oldukça kötü,Fehime düğünden önce büyükanneli ve dedeli bir aile hayatını irdeledi.,büyükanne,dede,8032,0,1,-lI
CO970457,2,22,X-and-Y-li,iyi sayılır,Yankı geçen yaz at ve balıklı bir tablo aldı.,at,balık,9408,1,4,-lI
CO970457,17,17,X-lik-and-Y-lik,iyi,Eylül kamp yaparken tepelik ve nehirlik bir arazi satın aldı.,tepe,nehir,6101,0,5,-lIk
CO970457,20,23,X-ci-and-Y-ci,iyi sayılır,Jale geçen hafta çatalcı ve bıçakçı bir esnaftan alışveriş yaptı.,çatal,bıçak,6132,0,4,-cI
CO970457,23,9,X-lik-and-Y-lik,iyi sayılır,Zeynep yıllar önce annelik ve babalık bir görev üstlendi.,anne,baba,5575,0,4,-lIk
CO970457,26,11,X-siz-and-Y-siz,iyi sayılır,Ahmet yabancı bir üniversitede bilimsiz ve teknolojisiz bir düşünceyi eleştirdi.,bilim,teknoloji,9163,0,4,-sIz
CO970457,29,3,X-siz-and-Y-siz,iyi,Leyla eski çarşıda atkısız ve şapkasız bir çocuğa acımış.,atkı,şapka,5835,0,5,-sIz
CO970457,32,30,X-and-Y-li,iyi,Asuman dergi yazısı için düğün ve cenazeli bir belgesel izledi.,cenaze,düğün,8690,1,5,-lI
CO970457,35,5,X-li-and-Y-li,iyi,Ece yılbaşı için tablolu ve vazolu bir masa aldı.,tablo,vazo,4964,0,5,-lI
CO970457,38,25,X-lik-and-Y-lik,iyi,İzel toplantı sırasında burunluk ve boyunluk bir atkı ördü.,burun,boyun,4249,0,5,-lIk
CO970457,41,27,X-siz-and-Y-siz,iyi,Baran araştırması için ormansız ve çölsüz bir bölge seçti.,orman,çöl,6957,0,5,-sIz
CO970457,44,15,X-ci-and-Y-ci,iyi sayılır,Deniz misafir beklerken sürahici ve bardakçı bir antikacıdan alışveriş yaptı.,sürahi,bardak,5690,0,4,-cI
CO970457,47,32,X-and-Y-ci,kötü sayılır,Aydan restorasyon projesi için taban ve tavancı bir ustayla görüştü.,taban,tavan,7014,1,3,-cI
CO970457,50,6,X-and-Y-li,oldukça iyi,Ali diyetteyken muz ve havuçlu bir kek yapardı.,muz,havuç,4392,1,6,-lI
CO970457,53,16,X-and-Y-ci,oldukça kötü,Okan üniversite yıllarında çiftlik ve fabrikacı bir yatırımcıyla görüştü.,çiftlik,fabrika,5290,1,1,-cI
CO970457,56,18,X-and-Y-lik,iyi,Nevzat genç bir stajyerken okul ve camilik bir alanın korunmasını önerdi.,okul,cami,7468,1,5,-lIk
CO970457,59,2,X-and-Y-lik,iyi sayılır,Ömer yeni evine masa ve sandalyelik bir renk seçti.,masa,sandalye,7186,1,4,-lIk
CO970457,62,4,X-and-Y-siz,iyi,Burak tatlı için limon ve portakalsız bir tarif bulmuş.,limon,portakal,6716,1,5,-sIz
CO970457,65,8,X-and-Y-ci,kötü sayılır,Selin tamir için kapı ve pencereci bir marangozla anlaşmış.,kapı,pencere,8409,1,3,-cI
CO970457,68,10,X-and-Y-lik,kötü sayılır,Ali yeni firmada kedi ve köpeklik bir tasarım yaptı.,kedi,köpek,4376,1,3,-lIk
CO970457,71,24,X-and-Y-ci,kötü sayılır,Neval ders çalışırken göz ve kulakçı bir doktorla konuştu.,göz,kulak,4908,1,3,-cI
CO970457,74,12,X-and-Y-siz,kötü sayılır,Merve yeni hayatında ev ve bahçesiz bir şehir hayatı yaşıyor.,ev,bahçe,4429,1,3,-sIz
CO970457,77,14,X-and-Y-li,iyi,Elif küçük bir çocukken fare ve aslanlı bir masal dinledi.,fare,aslan,6033,1,5,-lI
CO970457,80,19,X-siz-and-Y-siz,kötü,Zühre son yolculukta gecesiz ve gündüzsüz bir tren yolculuğu önerdi.,gece,gündüz,7013,0,2,-sIz
CO970457,83,13,X-li-and-Y-li,kötü sayılır,Emin geçen tatilde şehirli ve köylü bir topluluk projesine katıldı.,şehir,köy,5002,0,3,-lI
CO970457,86,26,X-and-Y-lik,kötü sayılır,Sinan gece yarısı hayalet ve canavarlık bir sahne tasarladı.,hayalet,canavar,4814,1,3,-lIk
CO970457,89,20,X-and-Y-siz,oldukça iyi,Fehime düğünden önce büyükanne ve dedesiz bir aile hayatını irdeledi.,büyükanne,dede,5603,1,6,-sIz
CO970457,92,21,X-li-and-Y-li,iyi sayılır,Mertcan dün akşam abili ve ablalı bir fotoğraf gösterdi.,abi,abla,5275,0,4,-lI
CO970457,95,7,X-ci-and-Y-ci,kötü sayılır,Dilek çeyiz alşverişi için battaniyeci ve halıcı bir züccaciyeciye gidecekmiş.,battaniye,halı,7148,0,3,-cI
CO937903,6,22,X-and-Y-siz,kötü sayılır,Yankı geçen yaz at ve balıksız bir menü denedi.,at,balık,6495,1,3,-sIz
CO937903,9,20,X-and-Y-lik,iyi,Fehime düğünden önce büyükanne ve dedelik ilişkisi üzerine bir roman okudu.,büyükanne,dede,7809,1,5,-lIk
CO937903,12,29,X-siz-and-Y-siz,iyi,Melis çocuk kitabı için ejderhasız ve perisiz bir bölüm yazdı.,ejderha,peri,6534,0,5,-sIz
CO937903,15,25,X-ci-and-Y-ci,iyi,İzel toplantı sırasında buruncu ve boyuncu bir doktordan bahsetti.,burun,boyun,6178,0,5,-cI
CO937903,18,13,X-siz-and-Y-siz,kötü sayılır,Emin geçen tatilde şehirsiz ve köysüz bir gezi yaptı.,şehir,köy,6526,0,3,-sIz
CO937903,21,31,X-li-and-Y-li,iyi,Tülay sonbahar koleksiyonu için gömlekli ve pantolonlu bir kombin hazırladı.,gömlek,pantolon,3942,0,5,-lI
CO937903,24,9,X-ci-and-Y-ci,kötü sayılır,Zeynep bu hafta anneci ve babacı bir yeğeniyle ilgilendi.,anne,baba,4507,0,3,-cI
CO937903,27,16,X-and-Y-li,iyi sayılır,Okan üniversite yıllarında çiftlik ve fabrikalı bir işletme kurdu.,çiftlik,fabrika,5440,1,4,-lI
CO937903,30,24,X-and-Y-li,iyi sayılır,Neval ders çalışırken göz ve kulaklı bir robot gördü.,göz,kulak,5193,1,4,-lI
CO937903,39,2,X-and-Y-ci,iyi sayılır,Ömer yeni evine masa ve sandalyeci bir usta getirdi.,masa,sandalye,3872,1,4,-cI
CO937903,42,19,X-lik-and-Y-lik,kötü sayılır,Zühre son yolculukta gecelik ve gündüzlük bir program belirledi.,gece,gündüz,9509,0,3,-lIk
CO937903,51,11,X-lik-and-Y-lik,kötü sayılır,Ahmet yabancı bir üniversitede bilimlik ve teknolojilik bir dergi çıkardı.,bilim,teknoloji,5790,0,3,-lIk
CO937903,54,12,X-and-Y-lik,iyi sayılır,Merve aile mirasıyla ev ve bahçelik bir arsa satın aldı.,ev,bahçe,8570,1,4,-lIk
CO937903,57,5,X-siz-and-Y-siz,iyi sayılır,Ece yılbaşı için tablosuz ve vazosuz bir masa seçti.,tablo,vazo,6574,0,4,-sIz
CO937903,60,6,X-and-Y-siz,kötü,Ali diyetteyken muz ve havuçsuz bir kek yapardı.,muz,havuç,5972,1,2,-sIz
CO937903,63,14,X-and-Y-siz,kötü,Elif gençlik yıllarında fare ve aslansız bir oyun sahneledi.,fare,aslan,6294,1,2,-sIz
CO937903,72,8,X-and-Y-li,iyi,Selin tamir için kapı ve pencereli bir atölye tasarlamış.,kapı,pencere,4143,1,5,-lI
CO937903,75,30,X-and-Y-siz,kötü,Asuman dergi yazısı için düğün ve cenazesiz bir program önerdi.,cenaze,düğün,6192,1,2,-sIz
CO937903,87,21,X-siz-and-Y-siz,kötü sayılır,Mertcan dün akşam abisiz ve ablasız bir hayat düşündü.,abi,abla,3894,0,3,-sIz
CO937903,90,23,X-li-and-Y-li,kötü sayılır,Jale geçen hafta çatallı ve bıçaklı bir masa kurdu.,çatal,bıçak,3670,0,3,-lI
CO937903,93,7,X-li-and-Y-li,iyi,Dilek çeyiz alşverişi için battaniyeli ve halılı bir paket seçmiş.,battaniye,halı,4461,0,5,-lI
CO937903,96,28,X-and-Y-lik,kötü,Yasemin mezuniyetinden önce doktor ve avukatlık bir kimlik seçti.,avukat,doktor,4511,1,2,-lIk
CO71890,36,25,X-ci-and-Y-ci,iyi sayılır,İzel toplantı sırasında buruncu ve boyuncu bir doktordan bahsetti.,burun,boyun,7653,0,4,-cI
CO71890,51,17,X-ci-and-Y-ci,kötü sayılır,Eylül kamp yaparken tepeci ve nehirci bir rehberle doğa yürüyüşüne çıktı.,tepe,nehir,9791,0,3,-cI
CO71890,54,21,X-siz-and-Y-siz,iyi,Mertcan dün akşam abisiz ve ablasız bir hayat düşündü.,abi,abla,8986,0,5,-sIz
CO71890,57,23,X-li-and-Y-li,iyi sayılır,Jale geçen hafta çatallı ve bıçaklı bir masa kurdu.,çatal,bıçak,9105,0,4,-lI
CO762194,39,10,X-and-Y-li,kötü sayılır,Ali geçen ay kedi ve köpekli bir veteriner kliniği açtı.,kedi,köpek,7991,1,3,-lI
CO762194,54,23,X-siz-and-Y-siz,oldukça iyi,Jale geçen hafta çatalsız ve bıçaksız bir piknik yaptı.,çatal,bıçak,7242,0,6,-sIz
CO762194,57,5,X-lik-and-Y-lik,iyi,Ece yılbaşı için tabloluk ve vazoluk bir masa aldı.,tablo,vazo,9055,0,5,-lIk
CO762194,60,6,X-and-Y-lik,iyi,Ali diyetteyken muz ve havuçluk bir saklama kabı almıştı.,muz,havuç,8647,1,5,-lIk
CO762194,63,32,X-and-Y-siz,oldukça iyi,Aydan restorasyon projesi için taban ve tavansız bir oda düşündü.,taban,tavan,8855,1,6,-sIz
CO762194,69,26,X-and-Y-li,oldukça iyi,Sinan gece yarısı hayalet ve canavarlı bir hikâye okudu.,hayalet,canavar,8151,1,6,-lI
CO762194,78,15,X-siz-and-Y-siz,oldukça iyi,Deniz misafir beklerken sürahisiz ve bardaksız bir sofra kurdu.,sürahi,bardak,8079,0,6,-sIz
CO762194,90,7,X-siz-and-Y-siz,oldukça iyi,Dilek çeyiz alşverişi için battaniyesiz ve halısız bir paket seçmiş.,battaniye,halı,5144,0,6,-sIz
CO762194,96,24,X-and-Y-siz,oldukça iyi,Neval ders çalışırken göz ve kulaksız bir heykel çizdi.,göz,kulak,7512,1,6,-sIz
CO834866,2,9,X-lik-and-Y-lik,kötü,Zeynep yıllar önce annelik ve babalık bir görev üstlendi.,anne,baba,8424,0,2,-lIk
CO834866,11,5,X-li-and-Y-li,iyi sayılır,Ece yılbaşı için tablolu ve vazolu bir masa aldı.,tablo,vazo,8284,0,4,-lI
CO834866,14,24,X-and-Y-ci,kötü,Neval ders çalışırken göz ve kulakçı bir doktorla konuştu.,göz,kulak,7638,1,2,-cI
CO834866,17,2,X-and-Y-lik,iyi sayılır,Ömer yeni evine masa ve sandalyelik bir renk seçti.,masa,sandalye,7083,1,4,-lIk
CO834866,29,30,X-and-Y-li,iyi sayılır,Asuman dergi yazısı için düğün ve cenazeli bir belgesel izledi.,cenaze,düğün,7322,1,4,-lI
CO834866,32,4,X-and-Y-siz,iyi sayılır,Burak tatlı için limon ve portakalsız bir tarif bulmuş.,limon,portakal,9782,1,4,-sIz
CO834866,35,27,X-siz-and-Y-siz,iyi,Baran araştırması için ormansız ve çölsüz bir bölge seçti.,orman,çöl,5629,0,5,-sIz
CO834866,38,23,X-ci-and-Y-ci,iyi sayılır,Jale geçen hafta çatalcı ve bıçakçı bir esnaftan alışveriş yaptı.,çatal,bıçak,5555,0,4,-cI
CO834866,41,14,X-and-Y-li,iyi sayılır,Elif küçük bir çocukken fare ve aslanlı bir masal dinledi.,fare,aslan,4206,1,4,-lI
CO834866,44,1,X-lik-and-Y-lik,kötü sayılır,Emel geçen haftasonu çoraplık ve ayakkabılık bir dolap aldı.,çorap,ayakkabı,7462,0,3,-lIk
CO834866,47,15,X-ci-and-Y-ci,kötü sayılır,Deniz misafir beklerken sürahici ve bardakçı bir antikacıdan alışveriş yaptı.,sürahi,bardak,8900,0,3,-cI
CO834866,50,29,X-li-and-Y-li,oldukça iyi,Melis çocuk kitabı için ejderhalı ve perili bir sahne tasarladı.,ejderha,peri,5874,0,6,-lI
CO834866,53,32,X-and-Y-ci,iyi,Aydan restorasyon projesi için taban ve tavancı bir ustayla görüştü.,taban,tavan,5314,1,5,-cI
CO834866,56,22,X-and-Y-li,iyi sayılır,Yankı geçen yaz at ve balıklı bir tablo aldı.,at,balık,6980,1,4,-lI
CO834866,59,12,X-and-Y-siz,oldukça iyi,Merve yeni hayatında ev ve bahçesiz bir şehir hayatı yaşıyor.,ev,bahçe,5959,1,6,-sIz
CO834866,62,28,X-and-Y-siz,kötü sayılır,Yasemin mezuniyetinden önce doktor ve avukatsız bir mizansen canlandırdı.,avukat,doktor,5213,1,3,-sIz
CO834866,68,31,X-ci-and-Y-ci,kötü sayılır,Tülay sonbahar koleksiyonu için gömlekçi ve pantoloncu bir tasarımcıyla tanıştı.,gömlek,pantolon,6660,0,3,-cI
CO834866,71,8,X-and-Y-ci,kötü sayılır,Selin tamir için kapı ve pencereci bir marangozla anlaşmış.,kapı,pencere,5815,1,3,-cI
CO834866,74,11,X-siz-and-Y-siz,iyi,Ahmet yabancı bir üniversitede bilimsiz ve teknolojisiz bir düşünceyi eleştirdi.,bilim,teknoloji,5698,0,5,-sIz
CO834866,77,10,X-and-Y-lik,iyi sayılır,Ali yeni firmada kedi ve köpeklik bir tasarım yaptı.,kedi,köpek,8145,1,4,-lIk
CO834866,83,3,X-siz-and-Y-siz,iyi,Leyla eski çarşıda atkısız ve şapkasız bir çocuğa acımış.,atkı,şapka,9267,0,5,-sIz
CO834866,86,7,X-ci-and-Y-ci,iyi sayılır,Dilek çeyiz alşverişi için battaniyeci ve halıcı bir züccaciyeciye gidecekmiş.,battaniye,halı,8683,0,4,-cI
CO834866,92,19,X-siz-and-Y-siz,iyi sayılır,Zühre son yolculukta gecesiz ve gündüzsüz bir tren yolculuğu önerdi.,gece,gündüz,5470,0,4,-sIz
CO834866,95,25,X-lik-and-Y-lik,kötü sayılır,İzel toplantı sırasında burunluk ve boyunluk bir atkı ördü.,burun,boyun,6927,0,3,-lIk
CO866,9,11,X-and-Y-lik,iyi sayılır,Ahmet yabancı bir üniversitede bilim ve teknolojilik bir dergi çıkardı.,bilim,teknoloji,5165,1,4,-lIk
CO866,12,16,X-ci-and-Y-ci,kötü sayılır,Okan üniversite yıllarında çiftlikçi ve fabrikacı bir yatırımcıyla görüştü.,çiftlik,fabrika,7177,0,3,-cI
CO866,15,10,X-lik-and-Y-lik,iyi sayılır,Ali yeni firmada kedilik ve köpeklik bir tasarım yaptı.,kedi,köpek,5749,0,4,-lIk
CO866,18,8,X-ci-and-Y-ci,iyi sayılır,Selin tamir için kapıcı ve pencereci bir marangozla anlaşmış.,kapı,pencere,4991,0,4,-cI
CO866,21,6,X-li-and-Y-li,oldukça iyi,Ali diyetteyken muzlu ve havuçlu bir kek yapardı.,muz,havuç,2475,0,6,-lI
CO866,24,3,X-and-Y-lik,iyi sayılır,Leyla eski çarşıda atkı ve şapkalık bir askı beğenmiş.,atkı,şapka,5403,1,4,-lIk
CO866,27,32,X-ci-and-Y-ci,oldukça iyi,Aydan restorasyon projesi için tabancı ve tavancı bir ustayla görüştü.,taban,tavan,3871,0,6,-cI
CO866,30,28,X-siz-and-Y-siz,iyi sayılır,Yasemin mezuniyetinden önce doktorsuz ve avukatsız bir mizansen canlandırdı.,avukat,doktor,5814,0,4,-sIz
CO866,36,4,X-siz-and-Y-siz,oldukça iyi,Burak tatlı için limonsuz ve portakalsız bir tarif bulmuş.,limon,portakal,2565,0,6,-sIz
CO866,42,7,X-and-Y-li,oldukça iyi,Dilek çeyiz alşverişi için battaniye ve halılı bir paket seçmiş.,battaniye,halı,2872,1,6,-lI
CO866,45,27,X-and-Y-lik,iyi sayılır,Baran araştırması için orman ve çöllük bir alan çizdi.,orman,çöl,7623,1,4,-lIk
CO866,48,22,X-li-and-Y-li,iyi,Yankı geçen yaz atlı ve balıklı bir tablo aldı.,at,balık,4688,0,5,-lI
CO866,51,23,X-and-Y-li,oldukça iyi,Jale geçen hafta çatal ve bıçaklı bir masa kurdu.,çatal,bıçak,2615,1,6,-lI
CO866,54,29,X-and-Y-siz,kötü,Melis çocuk kitabı için ejderha ve perisiz bir bölüm yazdı.,ejderha,peri,6700,1,2,-sIz
CO866,57,14,X-li-and-Y-li,oldukça iyi,Elif küçük bir çocukken fareli ve aslanlı bir masal dinledi.,fare,aslan,3559,0,6,-lI
CO866,60,15,X-and-Y-li,oldukça iyi,Deniz misafir beklerken sürahi ve bardaklı bir konsept hazırladı.,sürahi,bardak,3994,1,6,-lI
CO866,63,20,X-siz-and-Y-siz,oldukça iyi,Fehime düğünden önce büyükannesiz ve dedesiz bir aile hayatını irdeledi.,büyükanne,dede,8967,0,6,-sIz
CO866,66,31,X-and-Y-li,oldukça iyi,Tülay sonbahar koleksiyonu için gömlek ve pantolonlu bir kombin hazırladı.,gömlek,pantolon,2756,1,6,-lI
CO866,69,17,X-and-Y-ci,oldukça iyi,Eylül kamp yaparken tepe ve nehirci bir rehberle doğa yürüyüşüne çıktı.,tepe,nehir,3930,1,6,-cI
CO866,72,5,X-and-Y-siz,kötü sayılır,Ece yılbaşı için tablo ve vazosuz bir masa seçti.,tablo,vazo,4061,1,3,-sIz
CO866,75,21,X-and-Y-siz,kötü sayılır,Mertcan dün akşam abi ve ablasız bir hayat düşündü.,abi,abla,7245,1,3,-sIz
CO866,78,9,X-and-Y-ci,iyi sayılır,Zeynep bu hafta anne ve babacı bir yeğeniyle ilgilendi.,anne,baba,6662,1,4,-cI
CO866,81,2,X-lik-and-Y-lik,oldukça iyi,Ömer yeni evine masalık ve sandalyelik bir renk seçti.,masa,sandalye,3566,0,6,-lIk
CO866,84,26,X-lik-and-Y-lik,kötü sayılır,Sinan gece yarısı hayaletlik ve canavarlık bir sahne tasarladı.,hayalet,canavar,4411,0,3,-lIk
CO866,87,12,X-siz-and-Y-siz,oldukça iyi,Merve yeni hayatında evsiz ve bahçesiz bir şehir hayatı yaşıyor.,ev,bahçe,2698,0,6,-sIz
CO866,90,13,X-and-Y-siz,kötü,Emin geçen tatilde şehir ve köysüz bir gezi yaptı.,şehir,köy,8094,1,2,-sIz
CO866,93,30,X-li-and-Y-li,iyi sayılır,Asuman dergi yazısı için düğünlü ve cenazeli bir belgesel izledi.,cenaze,düğün,5444,0,4,-lI
CO866,96,25,X-and-Y-ci,kötü,İzel toplantı sırasında burun ve boyuncu bir doktordan bahsetti.,burun,boyun,3058,1,2,-cI
CO224865,2,17,X-ci-and-Y-ci,iyi,Eylül kamp yaparken tepeci ve nehirci bir rehberle doğa yürüyüşüne çıktı.,tepe,nehir,4540,0,5,-cI
CO224865,5,32,X-and-Y-li,iyi,Aydan restorasyon projesi için taban ve tavanlı bir plan çizdi.,taban,tavan,3262,1,5,-lI
CO224865,8,1,X-ci-and-Y-ci,iyi,Emel geçen haftasonu çorapçı ve ayakkabıcı bir adamla tanıştı.,çorap,ayakkabı,5046,0,5,-cI
CO224865,11,11,X-lik-and-Y-lik,iyi,Ahmet yabancı bir üniversitede bilimlik ve teknolojilik bir dergi çıkardı.,bilim,teknoloji,3159,0,5,-lIk
CO224865,14,14,X-and-Y-siz,iyi sayılır,Elif gençlik yıllarında fare ve aslansız bir oyun sahneledi.,fare,aslan,5887,1,4,-sIz
CO224865,17,31,X-li-and-Y-li,iyi,Tülay sonbahar koleksiyonu için gömlekli ve pantolonlu bir kombin hazırladı.,gömlek,pantolon,4248,0,5,-lI
CO224865,20,30,X-and-Y-siz,kötü,Asuman dergi yazısı için düğün ve cenazesiz bir program önerdi.,cenaze,düğün,2111,1,2,-sIz
CO224865,23,27,X-lik-and-Y-lik,iyi,Baran araştırması için ormanlık ve çöllük bir alan çizdi.,orman,çöl,3615,0,5,-lIk
CO224865,26,15,X-li-and-Y-li,iyi,Deniz misafir beklerken sürahili ve bardaklı bir konsept hazırladı.,sürahi,bardak,2686,0,5,-lI
CO224865,29,24,X-and-Y-li,iyi,Neval ders çalışırken göz ve kulaklı bir robot gördü.,göz,kulak,5673,1,5,-lI
CO224865,32,4,X-and-Y-lik,oldukça iyi,Burak tatlı için limon ve portakallık bir tabak hazırlamış.,limon,portakal,5070,1,6,-lIk
CO224865,35,3,X-lik-and-Y-lik,iyi,Leyla eski çarşıda atkılık ve şapkalık bir askı beğenmiş.,atkı,şapka,3407,0,5,-lIk
CO224865,38,16,X-and-Y-li,oldukça iyi,Okan üniversite yıllarında çiftlik ve fabrikalı bir işletme kurdu.,çiftlik,fabrika,5105,1,6,-lI
CO224865,41,29,X-siz-and-Y-siz,iyi,Melis çocuk kitabı için ejderhasız ve perisiz bir bölüm yazdı.,ejderha,peri,2230,0,5,-sIz
CO224865,44,25,X-ci-and-Y-ci,iyi,İzel toplantı sırasında buruncu ve boyuncu bir doktordan bahsetti.,burun,boyun,3478,0,5,-cI
CO224865,47,26,X-and-Y-ci,iyi,Sinan gece yarısı hayalet ve canavarcı bir yazarla röportaj yaptı.,hayalet,canavar,2038,1,5,-cI
CO224865,50,28,X-and-Y-lik,iyi,Yasemin mezuniyetinden önce doktor ve avukatlık bir kimlik seçti.,avukat,doktor,3383,1,5,-lIk
CO224865,53,19,X-lik-and-Y-lik,iyi,Zühre son yolculukta gecelik ve gündüzlük bir program belirledi.,gece,gündüz,3295,0,5,-lIk
CO224865,56,6,X-and-Y-siz,iyi,Ali diyetteyken muz ve havuçsuz bir kek yapardı.,muz,havuç,2584,1,5,-sIz
CO224865,59,12,X-and-Y-lik,iyi,Merve aile mirasıyla ev ve bahçelik bir arsa satın aldı.,ev,bahçe,3271,1,5,-lIk
CO224865,62,5,X-siz-and-Y-siz,kötü sayılır,Ece yılbaşı için tablosuz ve vazosuz bir masa seçti.,tablo,vazo,4703,0,3,-sIz
CO224865,65,22,X-and-Y-siz,kötü sayılır,Yankı geçen yaz at ve balıksız bir menü denedi.,at,balık,5823,1,3,-sIz
CO224865,68,21,X-siz-and-Y-siz,kötü,Mertcan dün akşam abisiz ve ablasız bir hayat düşündü.,abi,abla,2774,0,2,-sIz
CO224865,71,10,X-and-Y-ci,iyi,Ali her hafta kedi ve köpekçi bir komşusuyla sohbet eder.,kedi,köpek,3671,1,5,-cI
CO224865,74,18,X-and-Y-ci,oldukça iyi,Nevzat genç bir stajyerken okul ve camici bir mimarın eserlerini inceledi.,okul,cami,3904,1,6,-cI
CO224865,77,7,X-li-and-Y-li,iyi,Dilek çeyiz alşverişi için battaniyeli ve halılı bir paket seçmiş.,battaniye,halı,4991,0,5,-lI
CO224865,80,8,X-and-Y-li,iyi,Selin tamir için kapı ve pencereli bir atölye tasarlamış.,kapı,pencere,3070,1,5,-lI
CO224865,83,13,X-siz-and-Y-siz,iyi sayılır,Emin geçen tatilde şehirsiz ve köysüz bir gezi yaptı.,şehir,köy,5654,0,4,-sIz
CO224865,86,2,X-and-Y-ci,iyi,Ömer yeni evine masa ve sandalyeci bir usta getirdi.,masa,sandalye,3535,1,5,-cI
CO224865,89,20,X-and-Y-lik,iyi,Fehime düğünden önce büyükanne ve dedelik ilişkisi üzerine bir roman okudu.,büyükanne,dede,4543,1,5,-lIk
CO224865,92,23,X-li-and-Y-li,iyi sayılır,Jale geçen hafta çatallı ve bıçaklı bir masa kurdu.,çatal,bıçak,3479,0,4,-lI
CO224865,95,9,X-ci-and-Y-ci,iyi,Zeynep bu hafta anneci ve babacı bir yeğeniyle ilgilendi.,anne,baba,3815,0,5,-cI
CO680683,20,4,X-lik-and-Y-lik,iyi,Burak tatlı için limonluk ve portakallık bir tabak hazırlamış.,limon,portakal,9623,0,5,-lIk
CO680683,23,21,X-and-Y-lik,iyi sayılır,Mertcan dün akşam abi ve ablalık bir hediye aldı.,abi,abla,6630,1,4,-lIk
CO680683,26,31,X-and-Y-siz,iyi,Tülay sonbahar koleksiyonu için gömlek ve pantolonsuz bir katalog inceledi.,gömlek,pantolon,7346,1,5,-sIz
CO680683,29,17,X-and-Y-li,oldukça iyi,Eylül kamp yaparken tepe ve nehirli bir alan seçti.,tepe,nehir,7808,1,6,-lI
CO680683,35,28,X-lik-and-Y-lik,kötü sayılır,Yasemin mezuniyetinden önce doktorluk ve avukatlık bir kimlik seçti.,avukat,doktor,8887,0,3,-lIk
CO680683,38,18,X-ci-and-Y-ci,kötü,Nevzat genç bir stajyerken okulcu ve camici bir mimarın eserlerini inceledi.,okul,cami,7723,0,2,-cI
CO680683,44,26,X-ci-and-Y-ci,kötü sayılır,Sinan gece yarısı hayaletçi ve canavarcı bir yazarla röportaj yaptı.,hayalet,canavar,6769,0,3,-cI
CO680683,47,2,X-ci-and-Y-ci,kötü sayılır,Ömer yeni evine masacı ve sandalyeci bir usta getirdi.,masa,sandalye,6713,0,3,-cI
CO680683,50,13,X-and-Y-lik,iyi,Emin geçen tatilde şehir ve köylük bir bölgeyi gezdi.,şehir,köy,7025,1,5,-lIk
CO680683,53,30,X-siz-and-Y-siz,kötü sayılır,Asuman dergi yazısı için düğünsüz ve cenazesiz bir program önerdi.,cenaze,düğün,4856,0,3,-sIz
CO680683,56,10,X-ci-and-Y-ci,iyi sayılır,Ali her hafta kedici ve köpekçi bir komşusuyla sohbet eder.,kedi,köpek,4932,0,4,-cI
CO680683,59,3,X-and-Y-ci,iyi sayılır,Leyla eski çarşıda atkı ve şapkacı bir tuhafiyeye uğrayacakmış.,atkı,şapka,9459,1,4,-cI
CO680683,62,5,X-and-Y-lik,oldukça iyi,Ece yılbaşı için tablo ve vazoluk bir masa aldı.,tablo,vazo,9921,1,6,-lIk
CO680683,65,32,X-li-and-Y-li,oldukça iyi,Aydan restorasyon projesi için tabanlı ve tavanlı bir plan çizdi.,taban,tavan,7758,0,6,-lI
