completionCode,trialNum,itemNum,condition,Value,sentence,conj1,conj2,ratingRT,is_sa,rating,suffix
CO224865,26,15,X-li-and-Y-li,iyi,Deniz misafir beklerken sürahili ve bardaklı bir konsept hazırladı.,sürahi,bardak,2686,0,5,-lI
CO224865,29,24,X-and-Y-li,iyi,Neval ders çalışırken göz ve kulaklı bir robot gördü.,göz,kulak,5673,1,5,-lI
CO224865,32,4,X-and-Y-lik,oldukça iyi,Burak tatlı için limon ve portakallık bir tabak hazırlamış.,limon,portakal,5070,1,6,-lIk
CO224865,35,3,X-lik-and-Y-lik,iyi,Leyla eski çarşıda atkılık ve şapkalık bir askı beğenmiş.,atkı,şapka,3407,0,5,-lIk
CO224865,38,16,X-and-Y-li,oldukça iyi,Okan üniversite yıllarında çiftlik ve fabrikalı bir işletme kurdu.,çiftlik,fabrika,5105,1,6,-lI
CO224865,41,29,X-siz-and-Y-siz,iyi,Melis çocuk kitabı için ejderhasız ve perisiz bir bölüm yazdı.,ejderha,peri,2230,0,5,-sIz
CO224865,44,25,X-ci-and-Y-ci,iyi,İzel toplantı sırasında buruncu ve boyuncu bir doktordan bahsetti.,burun,boyun,3478,0,5,-cI
CO224865,47,26,X-and-Y-ci,iyi,Sinan gece yarısı hayalet ve canavarcı bir yazarla röportaj yaptı.,hayalet,canavar,2038,1,5,-cI
CO224865,50,28,X-and-Y-lik,iyi,Yasemin mezuniyetinden önce doktor ve avukatlık bir kimlik seçti.,avukat,doktor,3383,1,5,-lIk
CO224865,53,19,X-lik-and-Y-lik,iyi,Zühre son yolculukta gecelik ve gündüzlük bir program belirledi.,gece,gündüz,3295,0,5,-lIk
CO224865,56,6,X-and-Y-siz,iyi,Ali diyetteyken muz ve havuçsuz bir kek yapardı.,muz,havuç,2584,1,5,-sIz
CO224865,59,12,X-and-Y-lik,iyi,Merve aile mirasıyla ev ve bahçelik bir arsa satın aldı.,ev,bahçe,3271,1,5,-lIk
CO224865,62,5,X-siz-and-Y-siz,kötü sayılır,Ece yılbaşı için tablosuz ve vazosuz bir masa seçti.,tablo,vazo,4703,0,3,-sIz
CO224865,65,22,X-and-Y-siz,kötü sayılır,Yankı geçen yaz at ve balıksız bir menü denedi.,at,balık,5823,1,3,-sIz
CO224865,68,21,X-siz-and-Y-siz,kötü,Mertcan dün akşam abisiz ve ablasız bir hayat düşündü.,abi,abla,2774,0,2,-sIz
CO224865,71,10,X-and-Y-ci,iyi,Ali her hafta kedi ve köpekçi bir komşusuyla sohbet eder.,kedi,köpek,3671,1,5,-cI
CO224865,74,18,X-and-Y-ci,oldukça iyi,Nevzat genç bir stajyerken okul ve camici bir mimarın eserlerini inceledi.,okul,cami,3904,1,6,-cI
CO224865,77,7,X-li-and-Y-li,iyi,Dilek çeyiz alşverişi için battaniyeli ve halılı bir paket seçmiş.,battaniye,halı,4991,0,5,-lI
CO224865,80,8,X-and-Y-li,iyi,Selin tamir için kapı ve pencereli bir atölye tasarlamış.,kapı,pencere,3070,1,5,-lI
CO224865,83,13,X-siz-and-Y-siz,iyi sayılır,Emin geçen tatilde şehirsiz ve köysüz bir gezi yaptı.,şehir,köy,5654,0,4,-sIz
CO224865,86,2,X-and-Y-ci,iyi,Ömer yeni evine masa ve sandalyeci bir usta getirdi.,masa,sandalye,3535,1,5,-cI
CO224865,89,20,X-and-Y-lik,iyi,Fehime düğünden önce büyükanne ve dedelik ilişkisi üzerine bir roman okudu.,büyükanne,dede,4543,1,5,-lIk
CO224865,92,23,X-li-and-Y-li,iyi sayılır,Jale geçen hafta çatallı ve bıçaklı bir masa kurdu.,çatal,bıçak,3479,0,4,-lI
CO224865,95,9,X-ci-and-Y-ci,iyi,Zeynep bu hafta anneci ve babacı bir yeğeniyle ilgilendi.,anne,baba,3815,0,5,-cI
CO680683,2,29,X-and-Y-lik,iyi sayılır,Melis çocuk kitabı için ejderha ve perilik bir seri başlatmayı düşündü.,ejderha,peri,12524,1,4,-lIk
CO680683,5,16,X-li-and-Y-li,iyi,Okan üniversite yıllarında çiftlikli ve fabrikalı bir işletme kurdu.,çiftlik,fabrika,24230,0,5,-lI
CO680683,11,24,X-li-and-Y-li,oldukça iyi,Neval ders çalışırken gözlü ve kulaklı bir robot gördü.,göz,kulak,16497,0,6,-lI
CO680683,14,7,X-and-Y-siz,iyi,Dilek çeyiz alşverişi için battaniye ve halısız bir paket seçmiş.,battaniye,halı,32601,1,5,-sIz
CO680683,17,12,X-lik-and-Y-lik,iyi sayılır,Merve aile mirasıyla evlik ve bahçelik bir arsa satın aldı.,ev,bahçe,10784,0,4,-lIk
CO680683,20,4,X-lik-and-Y-lik,iyi,Burak tatlı için limonluk ve portakallık bir tabak hazırlamış.,limon,portakal,9623,0,5,-lIk
CO680683,23,21,X-and-Y-lik,iyi sayılır,Mertcan dün akşam abi ve ablalık bir hediye aldı.,abi,abla,6630,1,4,-lIk
CO680683,26,31,X-and-Y-siz,iyi,Tülay sonbahar koleksiyonu için gömlek ve pantolonsuz bir katalog inceledi.,gömlek,pantolon,7346,1,5,-sIz
CO680683,29,17,X-and-Y-li,oldukça iyi,Eylül kamp yaparken tepe ve nehirli bir alan seçti.,tepe,nehir,7808,1,6,-lI
CO680683,32,11,X-and-Y-ci,kötü sayılır,Ahmet yabancı bir üniversitede bilim ve teknolojici bir araştırmaya katıldı.,bilim,teknoloji,15884,1,3,-cI
CO680683,35,28,X-lik-and-Y-lik,kötü sayılır,Yasemin mezuniyetinden önce doktorluk ve avukatlık bir kimlik seçti.,avukat,doktor,8887,0,3,-lIk
CO680683,38,18,X-ci-and-Y-ci,kötü,Nevzat genç bir stajyerken okulcu ve camici bir mimarın eserlerini inceledi.,okul,cami,7723,0,2,-cI
CO680683,41,8,X-li-and-Y-li,iyi,Selin tamir için kapılı ve pencereli bir atölye tasarlamış.,kapı,pencere,10560,0,5,-lI
CO680683,44,26,X-ci-and-Y-ci,kötü sayılır,Sinan gece yarısı hayaletçi ve canavarcı bir yazarla röportaj yaptı.,hayalet,canavar,6769,0,3,-cI
CO680683,47,2,X-ci-and-Y-ci,kötü sayılır,Ömer yeni evine masacı ve sandalyeci bir usta getirdi.,masa,sandalye,6713,0,3,-cI
CO680683,50,13,X-and-Y-lik,iyi,Emin geçen tatilde şehir ve köylük bir bölgeyi gezdi.,şehir,köy,7025,1,5,-lIk
CO680683,53,30,X-siz-and-Y-siz,kötü sayılır,Asuman dergi yazısı için düğünsüz ve cenazesiz bir program önerdi.,cenaze,düğün,4856,0,3,-sIz
CO680683,56,10,X-ci-and-Y-ci,iyi sayılır,Ali her hafta kedici ve köpekçi bir komşusuyla sohbet eder.,kedi,köpek,4932,0,4,-cI
CO680683,59,3,X-and-Y-ci,iyi sayılır,Leyla eski çarşıda atkı ve şapkacı bir tuhafiyeye uğrayacakmış.,atkı,şapka,9459,1,4,-cI
CO680683,62,5,X-and-Y-lik,oldukça iyi,Ece yılbaşı için tablo ve vazoluk bir masa aldı.,tablo,vazo,9921,1,6,-lIk
CO680683,65,32,X-li-and-Y-li,oldukça iyi,Aydan restorasyon projesi için tabanlı ve tavanlı bir plan çizdi.,taban,tavan,7758,0,6,-lI
CO680683,68,22,X-siz-and-Y-siz,iyi sayılır,Yankı geçen yaz atsız ve balıksız bir menü denedi.,at,balık,7658,0,4,-sIz
CO680683,71,20,X-lik-and-Y-lik,oldukça iyi,Fehime düğünden önce büyükannelik ve dedelik ilişkisi üzerine bir roman okudu.,büyükanne,dede,13635,0,6,-lIk
CO680683,74,19,X-and-Y-ci,iyi,Zühre son yolculukta gece ve gündüzcü bir rehberle tanıştı.,gece,gündüz,10868,1,5,-cI
CO680683,77,27,X-and-Y-ci,kötü sayılır,Baran araştırması için orman ve çölcü bir araştırmacıyla anlaştı.,orman,çöl,5338,1,3,-cI
CO680683,80,25,X-and-Y-li,iyi,İzel toplantı sırasında burun ve boyunlu bir maske inceledi.,burun,boyun,30541,1,5,-lI
CO680683,83,1,X-and-Y-li,kötü sayılır,Emel geçen haftasonu çorap ve ayakkabılı bir takım aldı.,çorap,ayakkabı,10463,1,3,-lI
CO680683,86,23,X-and-Y-siz,iyi,Jale geçen hafta çatal ve bıçaksız bir piknik yaptı.,çatal,bıçak,5853,1,5,-sIz
CO680683,89,9,X-and-Y-li,iyi sayılır,Zeynep bu hafta anne ve babalı bir toplantıya katıldı.,anne,baba,6522,1,4,-lI
CO680683,92,14,X-siz-and-Y-siz,iyi,Elif gençlik yıllarında faresiz ve aslansız bir oyun sahneledi.,fare,aslan,9489,0,5,-sIz
CO680683,95,6,X-siz-and-Y-siz,oldukça iyi,Ali diyetteyken muzsuz ve havuçsuz bir kek yapardı.,muz,havuç,8055,0,6,-sIz
CO676222,2,17,X-li-and-Y-li,oldukça iyi,Eylül kamp yaparken tepeli ve nehirli bir alan seçti.,tepe,nehir,6326,0,6,-lI
CO676222,5,7,X-siz-and-Y-siz,oldukça iyi,Dilek çeyiz alşverişi için battaniyesiz ve halısız bir paket seçmiş.,battaniye,halı,7020,0,6,-sIz
CO676222,8,4,X-and-Y-ci,kötü,Burak tatlı için limon ve portakalcı bir satıcıdan sipariş vermiş.,limon,portakal,12729,1,2,-cI
CO676222,11,20,X-and-Y-ci,kötü,Fehime düğünden önce büyükanne ve dedeci bir gelenek hakkında yazı okudu.,büyükanne,dede,21329,1,2,-cI
CO676222,14,6,X-and-Y-lik,iyi,Ali diyetteyken muz ve havuçluk bir saklama kabı almıştı.,muz,havuç,12480,1,5,-lIk
CO676222,17,22,X-and-Y-lik,kötü,Yankı geçen yaz at ve balıklık bir hayvanay bahçesi yaptırdı.,at,balık,14498,1,2,-lIk
CO676222,20,30,X-and-Y-lik,iyi sayılır,Asuman dergi yazısı için düğün ve cenazelik bir tema belirledi.,cenaze,düğün,9456,1,4,-lIk
CO676222,23,18,X-and-Y-li,iyi,Nevzat genç bir stajyerken okul ve camili bir mahallede oturdu.,okul,cami,14244,1,5,-lI
CO676222,26,24,X-and-Y-siz,iyi,Neval ders çalışırken göz ve kulaksız bir heykel çizdi.,göz,kulak,9884,1,5,-sIz
CO676222,29,25,X-li-and-Y-li,oldukça iyi,İzel toplantı sırasında burunlu ve boyunlu bir maske inceledi.,burun,boyun,10709,0,6,-lI
CO676222,32,13,X-lik-and-Y-lik,oldukça iyi,Emin geçen tatilde şehirlik ve köylük bir bölgeyi gezdi.,şehir,köy,4864,0,6,-lIk
CO676222,35,23,X-siz-and-Y-siz,oldukça iyi,Jale geçen hafta çatalsız ve bıçaksız bir piknik yaptı.,çatal,bıçak,4503,0,6,-sIz
CO676222,38,26,X-and-Y-li,oldukça iyi,Sinan gece yarısı hayalet ve canavarlı bir hikâye okudu.,hayalet,canavar,6120,1,6,-lI
CO676222,41,8,X-and-Y-siz,oldukça iyi,Selin tamir için kapı ve penceresiz bir atölye tasarlamış.,kapı,pencere,6990,1,6,-sIz
CO676222,44,5,X-lik-and-Y-lik,iyi,Ece yılbaşı için tabloluk ve vazoluk bir masa aldı.,tablo,vazo,9566,0,5,-lIk
CO676222,47,10,X-and-Y-li,kötü,Ali geçen ay kedi ve köpekli bir veteriner kliniği açtı.,kedi,köpek,8174,1,2,-lI
CO676222,50,3,X-ci-and-Y-ci,iyi,Leyla eski çarşıda atkıcı ve şapkacı bir tuhafiyeye uğrayacakmış.,atkı,şapka,10581,0,5,-cI
CO676222,53,14,X-and-Y-lik,kötü sayılır,Elif takım oyununda fare ve aslanlık bir sembol seçti.,fare,aslan,5523,1,3,-lIk
CO676222,56,32,X-and-Y-siz,kötü,Aydan restorasyon projesi için taban ve tavansız bir oda düşündü.,taban,tavan,12784,1,2,-sIz
CO676222,59,31,X-siz-and-Y-siz,oldukça iyi,Tülay sonbahar koleksiyonu için gömleksiz ve pantolonsuz bir katalog inceledi.,gömlek,pantolon,5023,0,6,-sIz
CO676222,62,9,X-li-and-Y-li,iyi,Zeynep bu hafta anneli ve babalı bir toplantıya katıldı.,anne,baba,8982,0,5,-lI
CO676222,65,11,X-ci-and-Y-ci,oldukça kötü,Ahmet yabancı bir üniversitede bilimci ve teknolojici bir araştırmaya katıldı.,bilim,teknoloji,12248,0,1,-cI
CO676222,68,28,X-and-Y-ci,oldukça kötü,Yasemin mezuniyetinden önce doktor ve avukatçı bir derneğe katıldı.,avukat,doktor,15674,1,1,-cI
CO676222,71,12,X-and-Y-ci,kötü,Merve yeni villası için ev ve bahçeci bir peyzaj tasarımcısıyla anlaştı.,ev,bahçe,7634,1,2,-cI
CO676222,74,2,X-and-Y-li,oldukça iyi,Ömer yeni evine masa ve sandalyeli bir yemek odası kurdu.,masa,sandalye,4701,1,6,-lI
CO676222,77,29,X-lik-and-Y-lik,oldukça kötü,Melis çocuk kitabı için ejderhalık ve perilik bir seri başlatmayı düşündü.,ejderha,peri,11603,0,1,-lIk
CO676222,80,27,X-ci-and-Y-ci,iyi,Baran araştırması için ormancı ve çölcü bir araştırmacıyla anlaştı.,orman,çöl,8356,0,5,-cI
CO676222,83,16,X-and-Y-siz,kötü,Okan üniversite yıllarında çiftlik ve fabrikasız bir iş modeli önerdi.,çiftlik,fabrika,19572,1,2,-sIz
CO676222,86,21,X-lik-and-Y-lik,oldukça kötü,Mertcan dün akşam abilik ve ablalık bir hediye aldı.,abi,abla,6755,0,1,-lIk
CO676222,89,15,X-siz-and-Y-siz,iyi,Deniz misafir beklerken sürahisiz ve bardaksız bir sofra kurdu.,sürahi,bardak,8450,0,5,-sIz
CO676222,92,1,X-li-and-Y-li,oldukça kötü,Emel geçen haftasonu çoraplı ve ayakkabılı bir takım aldı.,çorap,ayakkabı,6725,0,1,-lI
CO676222,95,19,X-ci-and-Y-ci,kötü,Zühre son yolculukta gececi ve gündüzcü bir rehberle tanıştı.,gece,gündüz,9367,0,2,-cI
CO458293,3,15,X-and-Y-lik,kötü,Deniz misafir beklerken sürahi ve bardaklık bir raf yaptırdı.,sürahi,bardak,12452,1,2,-lIk
CO458293,6,1,X-and-Y-siz,kötü sayılır,Emel geçen haftasonu çorap ve ayakkabısız bir yoga eğitimi aldı.,çorap,ayakkabı,9984,1,3,-sIz
CO458293,9,20,X-ci-and-Y-ci,kötü sayılır,Fehime düğünden önce büyükanneci ve dedeci bir gelenek hakkında yazı okudu.,büyükanne,dede,14372,0,3,-cI
CO458293,12,17,X-and-Y-siz,kötü sayılır,Eylül kamp yaparken tepe ve nehirsiz bir manzara gördü.,tepe,nehir,12685,1,3,-sIz
CO458293,15,18,X-li-and-Y-li,kötü sayılır,Nevzat genç bir stajyerken okullu ve camili bir mahallede oturdu.,okul,cami,8697,0,3,-lI
CO458293,18,19,X-and-Y-li,iyi sayılır,Zühre son yolculukta gece ve gündüzlü bir seyahat planı hazırladı.,gece,gündüz,10617,1,4,-lI
CO458293,21,25,X-and-Y-siz,kötü sayılır,İzel toplantı sırasında burun ve boyunsuz bir mumya fotoğrafı gösterdi.,burun,boyun,15842,1,3,-sIz
CO458293,24,23,X-and-Y-lik,kötü sayılır,Jale geçen hafta çatal ve bıçaklık bir dolap aldı.,çatal,bıçak,8531,1,3,-lIk
CO458293,27,5,X-and-Y-ci,kötü,Ece yılbaşı için tablo ve vazocu bir dükkana uğradı.,tablo,vazo,8484,1,2,-cI
CO458293,30,4,X-ci-and-Y-ci,kötü sayılır,Burak tatlı için limoncu ve portakalcı bir satıcıdan sipariş vermiş.,limon,portakal,8130,0,3,-cI
CO458293,33,16,X-siz-and-Y-siz,kötü sayılır,Okan üniversite yıllarında çiftliksiz ve fabrikasız bir iş modeli önerdi.,çiftlik,fabrika,10234,0,3,-sIz
CO458293,36,6,X-lik-and-Y-lik,kötü sayılır,Ali diyetteyken muzluk ve havuçluk bir saklama kabı almıştı.,muz,havuç,5830,0,3,-lIk
CO458293,39,2,X-li-and-Y-li,kötü,Ömer yeni evine masalı ve sandalyeli bir yemek odası kurdu.,masa,sandalye,15237,0,2,-lI
CO458293,42,11,X-and-Y-li,kötü,Ahmet yabancı bir üniversitede bilim ve teknolojili bir eğitim sistemi savundu.,bilim,teknoloji,4625,1,2,-lI
CO458293,45,8,X-siz-and-Y-siz,iyi sayılır,Selin tamir için kapısız ve penceresiz bir atölye tasarlamış.,kapı,pencere,10186,0,4,-sIz
CO458293,48,32,X-siz-and-Y-siz,iyi sayılır,Aydan restorasyon projesi için tabansız ve tavansız bir oda düşündü.,taban,tavan,8900,0,4,-sIz
CO458293,51,10,X-li-and-Y-li,kötü,Ali geçen ay kedili ve köpekli bir veteriner kliniği açtı.,kedi,köpek,6766,0,2,-lI
CO458293,54,3,X-and-Y-li,kötü,Leyla eski çarşıda atkı ve şapkalı bir ünlüyle karşılaşmış.,atkı,şapka,6065,1,2,-lI
CO458293,57,13,X-and-Y-ci,kötü,Emin geçen tatilde şehir ve köycü bir yazarın kitabını okudu.,şehir,köy,5178,1,2,-cI
CO458293,60,31,X-and-Y-lik,kötü sayılır,Tülay sonbahar koleksiyonu için gömlek ve pantolonluk bir kumaş sipariş etti.,gömlek,pantolon,9001,1,3,-lIk
CO458293,63,26,X-li-and-Y-li,kötü,Sinan gece yarısı hayaletli ve canavarlı bir hikâye okudu.,hayalet,canavar,4130,0,2,-lI
CO458293,66,22,X-lik-and-Y-lik,oldukça kötü,Yankı geçen yaz atlık ve balıklık bir hayvanay bahçesi yaptırdı.,at,balık,9435,0,1,-lIk
CO458293,69,24,X-siz-and-Y-siz,iyi sayılır,Neval ders çalışırken gözsüz ve kulaksız bir heykel çizdi.,göz,kulak,6463,0,4,-sIz
CO458293,72,30,X-lik-and-Y-lik,kötü,Asuman dergi yazısı için düğünlük ve cenazelik bir tema belirledi.,cenaze,düğün,5082,0,2,-lIk
CO458293,75,21,X-and-Y-ci,kötü,Mertcan dün akşam abi ve ablacı bir komşu çocuğuna baktı.,abi,abla,5933,1,2,-cI
CO458293,78,29,X-and-Y-ci,kötü,Melis çocuk kitabı için ejderha ve perici bir illüstratörle çalıştı.,ejderha,peri,4698,1,2,-cI
CO458293,81,7,X-and-Y-lik,kötü,Dilek çeyiz alşverişi için battaniye ve halılık bir indirim bulmuş.,battaniye,halı,4696,1,2,-lIk
CO458293,84,9,X-and-Y-siz,iyi sayılır,Zeynep yıllar önce anne ve babasız bir çocukluk geçirdi.,anne,baba,5663,1,4,-sIz
CO458293,87,27,X-and-Y-li,kötü,Baran araştırması için orman ve çöllü bir harita inceledi.,orman,çöl,4821,1,2,-lI
CO458293,90,14,X-lik-and-Y-lik,kötü,Elif takım oyununda farelik ve aslanlık bir sembol seçti.,fare,aslan,3897,0,2,-lIk
CO458293,93,28,X-ci-and-Y-ci,kötü,Yasemin mezuniyetinden önce doktorcu ve avukatçı bir derneğe katıldı.,avukat,doktor,5729,0,2,-cI
CO458293,96,12,X-ci-and-Y-ci,kötü,Merve yeni villası için evci ve bahçeci bir peyzaj tasarımcısıyla anlaştı.,ev,bahçe,6583,0,2,-cI
CO99214,3,32,X-lik-and-Y-lik,iyi,Aydan restorasyon projesi için tabanlık ve tavanlık bir malzeme seçti.,taban,tavan,11133,0,5,-lIk
CO99214,6,7,X-and-Y-ci,kötü,Dilek çeyiz alşverişi için battaniye ve halıcı bir züccaciyeciye gidecekmiş.,battaniye,halı,9106,1,2,-cI
CO99214,9,30,X-ci-and-Y-ci,kötü sayılır,Asuman dergi yazısı için düğüncü ve cenazeci bir fotoğrafçıyla anlaştı.,cenaze,düğün,7271,0,3,-cI
CO99214,12,15,X-and-Y-ci,kötü sayılır,Deniz misafir beklerken sürahi ve bardakçı bir antikacıdan alışveriş yaptı.,sürahi,bardak,8031,1,3,-cI
CO99214,15,19,X-and-Y-siz,oldukça kötü,Zühre son yolculukta gece ve gündüzsüz bir tren yolculuğu önerdi.,gece,gündüz,9947,1,1,-sIz
CO99214,18,21,X-and-Y-li,iyi sayılır,Mertcan dün akşam abi ve ablalı bir fotoğraf gösterdi.,abi,abla,6405,1,4,-lI
CO99214,21,23,X-and-Y-ci,kötü,Jale geçen hafta çatal ve bıçakçı bir esnaftan alışveriş yaptı.,çatal,bıçak,6578,1,2,-cI
CO99214,24,25,X-and-Y-lik,kötü,İzel toplantı sırasında burun ve boyunluk bir atkı ördü.,burun,boyun,6694,1,2,-lIk
CO99214,27,28,X-li-and-Y-li,kötü,Yasemin mezuniyetinden önce doktorlu ve avukatlı bir skeç yazdı.,avukat,doktor,7794,0,2,-lI
CO99214,30,12,X-li-and-Y-li,oldukça kötü,Merve yaz tatilinde evli ve bahçeli bir tatil köyünü ziyaret etti.,ev,bahçe,8589,0,1,-lI
CO99214,33,3,X-and-Y-siz,iyi sayılır,Leyla eski çarşıda atkı ve şapkasız bir çocuğa acımış.,atkı,şapka,6025,1,4,-sIz
CO99214,36,10,X-siz-and-Y-siz,oldukça iyi,Ali uzun zamandır kedisiz ve köpeksiz bir apartmanda yaşıyor.,kedi,köpek,10826,0,6,-sIz
CO99214,39,5,X-and-Y-li,kötü sayılır,Ece yılbaşı için tablo ve vazolu bir masa aldı.,tablo,vazo,7196,1,3,-lI
CO99214,42,8,X-lik-and-Y-lik,kötü,Selin tamir için kapılık ve pencerelik bir desen seçmiş.,kapı,pencere,5679,0,2,-lIk
CO99214,45,22,X-ci-and-Y-ci,kötü,Yankı geçen yaz atçı ve balıkçı bir işletme sahibiyle tanıştı.,at,balık,10370,0,2,-cI
CO99214,48,29,X-and-Y-li,kötü sayılır,Melis çocuk kitabı için ejderha ve perili bir sahne tasarladı.,ejderha,peri,7433,1,3,-lI
CO99214,51,6,X-ci-and-Y-ci,oldukça kötü,Ali diyetteyken muzcu ve havuççu bir tezgahtara uğrardı.,muz,havuç,6392,0,1,-cI
CO99214,54,14,X-ci-and-Y-ci,kötü,Elif gençlik yıllarında fareci ve aslancı bir hikaye yazdı.,fare,aslan,5146,0,2,-cI
CO99214,57,27,X-and-Y-siz,iyi sayılır,Baran araştırması için orman ve çölsüz bir bölge seçti.,orman,çöl,10798,1,4,-sIz
CO99214,60,1,X-and-Y-lik,oldukça kötü,Emel geçen haftasonu çorap ve ayakkabılık bir dolap aldı.,çorap,ayakkabı,7776,1,1,-lIk
CO99214,63,9,X-and-Y-lik,oldukça kötü,Zeynep yıllar önce anne ve babalık bir görev üstlendi.,anne,baba,5506,1,1,-lIk
CO99214,66,26,X-siz-and-Y-siz,kötü sayılır,Sinan gece yarısı hayaletsiz ve canavarsız bir film izledi.,hayalet,canavar,6291,0,3,-sIz
CO99214,69,16,X-lik-and-Y-lik,oldukça kötü,Okan üniversite yıllarında çiftliklik ve fabrikalık bir proje sundu.,çiftlik,fabrika,6099,0,1,-lIk
CO99214,72,13,X-and-Y-li,oldukça kötü,Emin geçen tatilde şehir ve köylü bir topluluk projesine katıldı.,şehir,köy,12679,1,1,-lI
CO99214,75,17,X-and-Y-lik,iyi sayılır,Eylül kamp yaparken tepe ve nehirlik bir arazi satın aldı.,tepe,nehir,8243,1,4,-lIk
CO99214,78,11,X-and-Y-siz,iyi sayılır,Ahmet yabancı bir üniversitede bilim ve teknolojisiz bir düşünceyi eleştirdi.,bilim,teknoloji,11145,1,4,-sIz
CO99214,81,24,X-lik-and-Y-lik,kötü,Neval ders çalışırken gözlük ve kulaklık bir kutu açtı.,göz,kulak,6351,0,2,-lIk
CO99214,84,4,X-li-and-Y-li,oldukça iyi,Burak tatlı için limonlu ve portakallı bir tarif bulmuş.,limon,portakal,7204,0,6,-lI
CO99214,87,20,X-li-and-Y-li,kötü,Fehime düğünden önce büyükanneli ve dedeli bir aile hayatını irdeledi.,büyükanne,dede,7539,0,2,-lI
CO99214,90,18,X-siz-and-Y-siz,iyi sayılır,Nevzat genç bir stajyerken okulsuz ve camisiz bir projeye destek verdi.,okul,cami,7832,0,4,-sIz
CO99214,93,2,X-siz-and-Y-siz,iyi,Ömer yeni evine masasız ve sandalyesiz bir mobilya takımı aldı.,masa,sandalye,9919,0,5,-sIz
CO99214,96,31,X-and-Y-ci,oldukça kötü,Tülay sonbahar koleksiyonu için gömlek ve pantoloncu bir tasarımcıyla tanıştı.,gömlek,pantolon,14686,1,1,-cI
CO459477,2,17,X-lik-and-Y-lik,iyi,Eylül kamp yaparken tepelik ve nehirlik bir arazi satın aldı.,tepe,nehir,4831,0,5,-lIk
CO459477,5,30,X-and-Y-li,kötü sayılır,Asuman dergi yazısı için düğün ve cenazeli bir belgesel izledi.,cenaze,düğün,7098,1,3,-lI
CO459477,8,21,X-li-and-Y-li,iyi sayılır,Mertcan dün akşam abili ve ablalı bir fotoğraf gösterdi.,abi,abla,4664,0,4,-lI
CO459477,11,26,X-and-Y-lik,kötü,Sinan gece yarısı hayalet ve canavarlık bir sahne tasarladı.,hayalet,canavar,4871,1,2,-lIk
CO459477,14,24,X-and-Y-ci,oldukça kötü,Neval ders çalışırken göz ve kulakçı bir doktorla konuştu.,göz,kulak,4632,1,1,-cI
CO459477,17,29,X-li-and-Y-li,iyi sayılır,Melis çocuk kitabı için ejderhalı ve perili bir sahne tasarladı.,ejderha,peri,6968,0,4,-lI
CO459477,20,7,X-ci-and-Y-ci,kötü sayılır,Dilek çeyiz alşverişi için battaniyeci ve halıcı bir züccaciyeciye gidecekmiş.,battaniye,halı,4611,0,3,-cI
CO459477,23,5,X-li-and-Y-li,kötü sayılır,Ece yılbaşı için tablolu ve vazolu bir masa aldı.,tablo,vazo,3156,0,3,-lI
CO459477,26,14,X-and-Y-li,kötü sayılır,Elif küçük bir çocukken fare ve aslanlı bir masal dinledi.,fare,aslan,3743,1,3,-lI
CO459477,29,22,X-and-Y-li,iyi sayılır,Yankı geçen yaz at ve balıklı bir tablo aldı.,at,balık,6057,1,4,-lI
CO459477,32,4,X-and-Y-siz,oldukça iyi,Burak tatlı için limon ve portakalsız bir tarif bulmuş.,limon,portakal,4012,1,6,-sIz
CO459477,35,6,X-and-Y-li,kötü sayılır,Ali diyetteyken muz ve havuçlu bir kek yapardı.,muz,havuç,6444,1,3,-lI
CO459477,38,23,X-ci-and-Y-ci,kötü sayılır,Jale geçen hafta çatalcı ve bıçakçı bir esnaftan alışveriş yaptı.,çatal,bıçak,4223,0,3,-cI
CO459477,41,8,X-and-Y-ci,iyi sayılır,Selin tamir için kapı ve pencereci bir marangozla anlaşmış.,kapı,pencere,6740,1,4,-cI
CO459477,44,25,X-lik-and-Y-lik,kötü,İzel toplantı sırasında burunluk ve boyunluk bir atkı ördü.,burun,boyun,9256,0,2,-lIk
CO459477,47,9,X-lik-and-Y-lik,kötü,Zeynep yıllar önce annelik ve babalık bir görev üstlendi.,anne,baba,7675,0,2,-lIk
CO459477,50,20,X-and-Y-siz,kötü,Fehime düğünden önce büyükanne ve dedesiz bir aile hayatını irdeledi.,büyükanne,dede,5022,1,2,-sIz
CO459477,53,10,X-and-Y-lik,oldukça kötü,Ali yeni firmada kedi ve köpeklik bir tasarım yaptı.,kedi,köpek,3663,1,1,-lIk
CO459477,56,13,X-li-and-Y-li,kötü sayılır,Emin geçen tatilde şehirli ve köylü bir topluluk projesine katıldı.,şehir,köy,6537,0,3,-lI
CO459477,59,11,X-siz-and-Y-siz,iyi sayılır,Ahmet yabancı bir üniversitede bilimsiz ve teknolojisiz bir düşünceyi eleştirdi.,bilim,teknoloji,5492,0,4,-sIz
CO459477,62,16,X-and-Y-ci,oldukça kötü,Okan üniversite yıllarında çiftlik ve fabrikacı bir yatırımcıyla görüştü.,çiftlik,fabrika,5271,1,1,-cI
CO459477,65,31,X-ci-and-Y-ci,kötü,Tülay sonbahar koleksiyonu için gömlekçi ve pantoloncu bir tasarımcıyla tanıştı.,gömlek,pantolon,4547,0,2,-cI
CO459477,68,15,X-ci-and-Y-ci,oldukça kötü,Deniz misafir beklerken sürahici ve bardakçı bir antikacıdan alışveriş yaptı.,sürahi,bardak,4829,0,1,-cI
